Problem Name	01grapher	02grapher	03grapher	04grapher	05grapher	06grapher	07grapher	08grapher	09grapher	10grapher
%(hintMessage_12_)%	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=quantity1 ? ""You named the X-axis '"" + quantity1 + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"
%(hintMessage_13_please_enter_highlighted_field)%	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=quantity1 || ""%(xlabel)%""%>' in the highlighted field."
%(hintMessage_14_please_provide_answer_1)%	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.
%(hintMessage_18_please_provide_answer_pointoutofbounds)%	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.
%(hintMessage_29_please_click_highlighted_button)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
%(hintMessage_34_look_fifth_question_q5)%	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"
%(hintMessage_35_point5y)%	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.
%(hintMessage_36_please_enter_point5y_highlighted)%	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.
%(hintMessage_37_placed_point_fourth_question)%	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.
%(hintMessage_38_hover_mouse_point_see)%	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.
%(hintMessage_39_point4x)%	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.
%(hintMessage_40_please_enter_point4x_highlighted)%	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.
%(hintMessage_45_please_provide_answer_curveneedsmorepoints)%	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.
%(hintMessage_47_highlighted_box_enter_equation)%	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.
