"6.05 Fractions, Decimals, and Percents I","6.05 Fracciones, decimales y porcentajes I",,,,,,,,,,,,,,,,,,,,,,
"Uses images to demonstrate ratios and asks student to determine corresponding fractions, percents, and decimals.","Usa imágenes para demostrar razones y le pide al estudiante que determine las fracciones, porcentajes y decimales correspondientes.",,,,,,,,,,,,,,,,,,,,,,
Number of Target Items,Número de elementos de destino,,,,,,,,,,,,,,,,,,,,,,
Total Number of Items,Número total de artículos,,,,,,,,,,,,,,,,,,,,,,
Unreduced Ratio,Proporción no reducida,,,,,,,,,,,,,,,,,,,,,,
Ratio Out of 100,Proporción de 100,,,,,,,,,,,,,,,,,,,,,,
Percent,Por ciento,,,,,,,,,,,,,,,,,,,,,,
Decimal,Decimal,,,,,,,,,,,,,,,,,,,,,,
Reduced Fraction,Fracción reducida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Problem Name,Problem1,ProblemESP1,Problem Name,Problem2,ProblemESP2,Problem Name,Problem3,ProblemESP3,Problem Name,Problem4,ProblemESP4,Problem Name,Problem5,ProblemESP5,Problem Name,Problem6,ProblemESP6,Problem Name,Problem7,ProblemESP7,Problem Name,Problem8,ProblemESP8
%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",%(-4911522077162266677)%,Try entering 5.,Intente ingresar 5.,%(-6592820966654526823)%,70%,70%,%(-5536140803559499349)%,"To work through question 3, you must first find the number of shapes that are green or blue.","Para resolver la pregunta 3, primero debes encontrar la cantidad de formas que son verdes o azules.",%(-7898410280983463236)%,Try entering 7/10.,Intente ingresar 7/10.,%(-633098199163492855)%,"To work through question 1, you must first find the number of shapes that are not yellow.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son amarillas.",%(8106116536212854201)%,Try entering 40/100.,Intente ingresar 40/100.,%(5222827621746689476)%,Try entering <%= 3/15*100 %>/100.,Intente ingresar <% = 3/15 * 100%> / 100.
%(2001032694308559561)%,The ratio out of 100 is written as <%= 1/20*100 %>/100. Please express this value as a decimal.,"La proporción de 100 se escribe como <% = 1/20 * 100%> / 100. Por favor, exprese este valor como decimal.",%(-6474600446959350844)%,Need more help? Greatest common factor of 1 and 20 is 1.,Necesitas más ayuda? Máximo común divisor de 1 y 20 es 1.,%(-7759344816044521612)%,The ratio out of 100 is written as <%= 5/50*100 %>/100. Please express this value as a decimal.,"La proporción de 100 se escribe como <% = 5/50 * 100%> / 100. Por favor, exprese este valor como decimal.",%(-2957532014024333798)%,(1) What percent of the shapes are circles?,(1) ¿Qué porcentaje de las formas son círculos?,%(3264832429531854582)%,The next step is to figure out the total number of pieces in the picture.,El siguiente paso es averiguar el número total de piezas en la imagen.,%(586392732089889767)%,"Remember one percent (1%) is one out of 100. In the last column, you found the ratio out of 100, <%= 38/40*100 %>/100. The percent representation is just the numerator of this ratio, <%= 38/40*100 %>.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la última columna, encontró la proporción de 100, <% = 38/40 * 100%> / 100. La representación porcentual es solo el numerador de esta relación, <% = 38/40 * 100%>.",%(1289567620941478285)%,0.4,0.4,%(8106116536212854201)%,Try entering 40/100.,Intente ingresar 40/100.
%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(8106116536212854201)%,Try entering 40/100.,Intente ingresar 40/100.,%(962425198023682106)%,"Try entering <%=divEvaluate(fractionMake(35,50))%>.","Intente ingresar <% = divEvaluate (fracciónMake (35,50))%>.",%(1289567620941478285)%,0.4,0.4,%(-7231056693102585903)%,How many pieces are red or blue?,¿Cuántas piezas son rojas o azules?,%(8690855798553758948)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 38, and multiply it by 100 and then divide it by 40, the original denominator: 38*100/40.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 38, y multiplicarlo por 100 y luego dividirlo por 40, el denominador original: 38 * 100/40.",%(163512108431620418)%,1/5,1/5,%(1289567620941478285)%,0.4,0.4
%(719073016973070512)%,20/100,20/100,%(8109181129700330409)%,Try entering 5/20.,Intente ingresar 5/20.,%(2841921087725227375)%,"Do you know how to find an equivalent fraction of 25/50 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 25/50 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(163512108431620418)%,1/5,1/5,%(8106116536212854201)%,Try entering 40/100.,Intente ingresar 40/100.,%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(-7940449677191823813)%,"To work through question 3, you must first find the number of shapes that are yellow or blue.","Para resolver la pregunta 3, primero debe encontrar la cantidad de formas que son amarillas o azules.",%(163512108431620418)%,1/5,1/5
%(2353689149384723581)%,Assets/01.png,Assets/01.png,%(1289567620941478285)%,0.4,0.4,%(-1669217888948072132)%,"If the ratio out 100 is 90/100, the percent is its numerator, 90.","Si la relación de 100 es 90/100, el porcentaje es su numerador, 90.",%(-720694854178371300)%,"Try entering <%=divEvaluate(fractionMake(20,25))%>.","Intente ingresar <%=divEvaluate(fractionMake(20,25))%>.",%(1289567620941478285)%,0.4,0.4,%(-8813375778852000082)%,"To make the unreduced ratio, 38/40, a reduced fraction, first find the greatest common factor of the numerator and the denominator.","Para hacer que la razón no reducida, 38/40, sea una fracción reducida, primero encuentra el mayor factor común del numerador y el denominador.",%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",%(-5154299972557251402)%,"Try entering <%=fractionsimplify(fractionMake(6,15))%>.","Intente ingresar <%=fractionsimplify(fractionMake(6,15))%>."
%(4393379638681963668)%,The ratio out of 100 is written as 5/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 5/100. Por favor, exprese este valor como decimal.",%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",%(-7087983784382960789)%,simplify(5/25*10),simplificar (5/25 * 10),%(-1669217888948072132)%,"If the ratio out 100 is 90/100, the percent is its numerator, 90.","Si la relación de 100 es 90/100, el porcentaje es su numerador, 90.",%(4431829001622627490)%,How many shapes are not red?,¿Cuántas formas no son rojas?,%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(7573594997916032366)%,"To work through question 2, you must first find the number of shapes that are yellow or green.","Para resolver la pregunta 2, primero debe encontrar la cantidad de formas que son amarillas o verdes."
%(-3495060546227936465)%,0.05,0.05,%(2001032694308559561)%,The ratio out of 100 is written as <%= 1/20*100 %>/100. Please express this value as a decimal.,"La proporción de 100 se escribe como <% = 1/20 * 100%> / 100. Por favor, exprese este valor como decimal.",%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(7838108659402385502)%,How many shapes are green or blue?,¿Cuántas formas son verdes o azules?,%(-6683803153267657548)%,"Do you know how to find an equivalent fraction of 9/10 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 9/10 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(159836074807477409)%,65/100,65/100,%(1483824282986102248)%,"Do you know how to find an equivalent fraction of 2/5 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 2/5 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista."
%(-8341112793514447579)%,"Do you know how to find an equivalent fraction of 100/100 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 100/100 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(6784040757061229)%,50,50,%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(1461888972729738600)%,13/20,13/20,%(-3551878955353672858)%,"Do you know how to find an equivalent fraction of 4/5 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 4/5 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-1143269741702685618)%,Count target items,Contar elementos de destino
%(2698638911417085821)%,Try entering 100/100.,Intente ingresar 100/100.,%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(417785700800581426)%,Try entering 10%.,Intente ingresar el 10%.,%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(-6102920821911783962)%,The ratio out of 100 is written as <%= 7/10*100 %>/100. Please express this value as a decimal.,"La proporción de 100 se escribe como <% = 7/10 * 100%> / 100. Por favor, exprese este valor como decimal.",%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(5417798700733581225)%,Try entering 40%.,Intente ingresar el 40%.,%(-8600839472229411961)%,"Remember one percent (1%) is one out of 100. In the last column, you found the ratio out of 100, <%= 3/15*100 %>/100. The percent representation is just the numerator of this ratio, <%= 3/15*100 %>.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la última columna, encontró la proporción de 100, <% = 3/15 * 100%> / 100. La representación porcentual es solo el numerador de esta relación, <% = 3/15 * 100%>."
%(8428609837363179475)%,,,%(5417798700733581225)%,Try entering 40%.,Intente ingresar el 40%.,%(489845131975019607)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/50 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 5/50 a 100.",%(719073016973070512)%,20/100,20/100,%(5417798700733581225)%,Try entering 40%.,Intente ingresar el 40%.,%(174011622593890788)%,"When you divide a number by 10, you move the decimal point in that number over to the left one place. If it's a whole number, there is an 'invisible' decimal point to the right of it, like this: ""95.""","Cuando divide un número por 10, mueve el punto decimal en ese número hacia la izquierda un lugar. Si es un número entero, hay un punto decimal 'invisible' a la derecha, como este: ""95"".",%(6400038450057764)%,20,20,%(719073016973070512)%,20/100,20/100
,,,%(4393379638681963668)%,The ratio out of 100 is written as 5/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 5/100. Por favor, exprese este valor como decimal.",%(-3422756133878168579)%,simplify(35/50*10),simplificar (35/50 * 10),%(5417798700733581225)%,Try entering 40%.,Intente ingresar el 40%.,%(7234800672549482830)%,"To turn 9/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 9/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.",%(8854404648936324908)%,(3) What percent of the shapes are purple?,(3) ¿Qué porcentaje de las formas son moradas?,%(-4911522077161266676)%,Try entering 4.,Intente ingresar 4.,%(5417798700733581225)%,Try entering 40%.,Intente ingresar el 40%.
%(-7069248775272388109)%,"Try entering <%=fractionsimplify(fractionMake(100,100))%>.","Intente ingresar <%=fractionsimplify(fractionMake(100,100))%>.",%(-3495060546227936465)%,0.05,0.05,%(8428609837363179475)%,,,%(-7844402171262110569)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/25 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 5/25 a 100.",%(-6728504720281271013)%,Need more help? Greatest common factor of 7 and 10 is 1.,Necesitas más ayuda? Máximo común divisor de 7 y 10 es 1.,%(7562014485093632275)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 22.5/100. The percent representation is just the numerator of this ratio, 22.5.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 22.5 / 100. La representación porcentual es solo el numerador de esta relación, 22.5.",%(4246818741716170569)%,Try entering <%= 2/5*100 %>/100.,Intente ingresar <% = 2/5 * 100%> / 100.,%(2644325520879443428)%,"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and 15 without any remainder.",O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 3 como a 15 sin ningún resto.
%(-8030754515914364118)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/20 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 1/20 a 100.",%(6780582261716227988)%,"Try entering <%=fractionsimplify(fractionMake(8,20))%>.","Intente ingresar <%=fractionsimplify(fractionMake(8,20))%>.",,,,%(3595884415039037719)%,Need more help? Greatest common factor of 20 and 25 is 5.,Necesitas más ayuda? Máximo común divisor de 20 y 25 es 5.,%(-4911522077161266676)%,Try entering 4.,Intente ingresar 4.,%(-3878250880203868392)%,"To turn 38/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 38/40 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.",%(8428609837363179475)%,,,%(-1443450933895413649)%,"To turn 9/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 9/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más."
%(-475767268225741783)%,"To work through question 4, you must first find the number of shapes that are red.","Para resolver la pregunta 4, primero debe encontrar la cantidad de formas que son rojas.",%(8428609837363179475)%,,,%(-2072997039021814704)%,Try entering 10/100.,Intente ingresar 10/100.,%(-3871331827027645404)%,"Try entering <%=divEvaluate(fractionMake(5,25))%>.","Intente ingresar <%=divEvaluate(fractionMake(5,25))%>.",%(417785700800581426)%,Try entering 10%.,Intente ingresar el 10%.,%(-36049042037695281)%,"Using the set of shapes in the picture, answer questions 1 through 4 in the worksheet provided.","Usando el conjunto de formas en la imagen, responda las preguntas 1 a 4 en la hoja de trabajo provista.",,,,%(7934956558538525590)%,How many shapes are blue circles?,¿Cuántas formas tienen círculos azules?
%(4890526530036366970)%,Count total items,Contar elementos totales,,,,%(-7363037015631345933)%,"To work through question 3, you must first find the number of shapes that are not yellow.","Para resolver la pregunta 3, primero debe encontrar la cantidad de formas que no son amarillas.",%(8428609837363179475)%,"Para resolver la pregunta 3, primero debe encontrar la cantidad de formas que no son amarillas.",,%(-7519386891877287654)%,"One way to find the numerator for the ratio out of 100 is to multiply the original numerator, 7, by 100 and then divide by the original denominator, 10.","Una forma de encontrar el numerador para la razón de 100 es multiplicar el numerador original, 7, por 100 y luego dividir por el denominador original, 10.",%(6173649709010338424)%,simplify(9/40*10),simplificar (9/40 * 10),%(4583976931755386276)%,"Try entering <%=fractionsimplify(fractionMake(4,5))%>.","Intente ingresar <%=fractionsimplify(fractionMake(4,5))%>.",%(-143718959794213830)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 3, and multiply it by 100 and then divide it by 15, the original denominator: 3*100/15.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 3, y multiplicarlo por 100 y luego dividirlo por 15, el denominador original: 3 * 100/15."
%(1845462199120568570)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 100/100 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 100/100 a 100.",%(-5820719063152600758)%,(1) What percent of the shapes are green?,(1) ¿Qué porcentaje de las formas son verdes?,%(1031618038517718134)%,Try entering 45.,Intente ingresar 45.,,Intente ingresar 45.,,%(8346435618978921886)%,"To work through question 3, you must first find the number of pieces that are squares.","Para resolver la pregunta 3, primero debes encontrar el número de piezas que son cuadrados.",%(-1143269741702685618)%,Count target items,Contar elementos de destino,%(-6100669229133904435)%,(4) What percent of the shapes are circles?,(4) ¿Qué porcentaje de las formas son círculos?,%(8428609837363179475)%,,
%(-4206836441117694964)%,"If the ratio out 100 is <%= 1/20*100 %>, then the percent is <%= 1/20*100 %> as well.","Si la proporción de 100 es <% = 1/20 * 100%>, entonces el porcentaje también es <% = 1/20 * 100%>.",%(-8030754515914364118)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/20 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 1/20 a 100.",%(-5544865283268213891)%,10/100,10/100,%(6275451352898054240)%,"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 10 and 25 without any remainder.",O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 10 como a 25 sin ningún resto.,%(8428609837363179475)%,,,%(-5225678212189999814)%,Assets/06.png,Activos / 06.png,%(-22920073710294909)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 4/5 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 4/5 a 100.",,,
%(7131709487408863438)%,Try entering <%= 1/20*100 %>/100.,Intente ingresar <% = 1/20 * 100%> / 100.,%(-3495060546224936490)%,0.75,0.75,%(8109178129714330470)%,Try entering 5/50.,Intente ingresar 5/50.,%(4461897972730738576)%,10/25,10/25,,,,%(8461941972916738843)%,14/40,14/40,%(5344309995359944530)%,The ratio out of 100 is written as 80/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal.",%(6706288722582094211)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 6/15 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 6/15 a 100."
%(163512108406620378)%,100,100,%(1031613038521718207)%,Try entering 15.,Intente ingresar 15.,%(-100263333458619649)%,Assets/03.png,Activos / 03.png,%(1031613038521718207)%,Try entering 15.,Intente ingresar 15.,%(6086774823780248498)%,"Try entering <%=divEvaluate(fractionMake(7,10))%>.","Intente ingresar <%=divEvaluate(fractionMake(7,10))%>.",%(6528039219058915)%,38,,%(-2254490191896382057)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 40/100. La representación porcentual es solo el numerador de esta razón, 40.",%(1031613038521718207)%,Try entering 15.,Intente ingresar 15.
%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(6656039988060078)%,40,40,%(8733777164185833543)%,Try entering 25/50.,Intente ingresar 25/50.,%(86740639248892349)%,Need more help? Greatest common factor of 5 and 25 is 5.,Necesitas más ayuda? Máximo común divisor de 5 y 25 es 5.,%(-4870598267360794981)%,(4) What percent of the shapes are blue squares?,(4) ¿Qué porcentaje de las formas son cuadrados azules?,%(1106414717629649066)%,The ratio out of 100 is written as 35/100. Please express this value as a decimal.,"La relación de 100 se escribe como 35/100. Por favor, exprese este valor como decimal.",%(7168043064064666)%,80,80,%(7157556126757432715)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 12/15 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 12/15 en 100."
%(1894051842275878605)%,"Try entering <%=fractionsimplify(fractionMake(5,100))%>.","Intente ingresar <%=fractionsimplify(fractionMake(5,100))%>.",%(-2254490191896382057)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 40/100. La representación porcentual es solo el numerador de esta razón, 40.",%(2387245125444117164)%,"If the ratio out 100 is 10/100, the percent is its numerator, 10.","Si la relación de 100 es 10/100, el porcentaje es su numerador, 10.",%(1031613038524718196)%,Try entering 10.,Intente ingresar 10.,%(-5544865283268213891)%,10/100,10/100,%(146234251803110116)%,"If the ratio out 100 is 95/100, the percent is its numerator, 95.","Si la relación de 100 es 95/100, el porcentaje es su numerador, 95.",%(-5966371110662335826)%,simplify(1/5*10),simplificar (1/5 * 10),%(6656039988060078)%,40,40
%(-1364453225494742020)%,The ratio out of 100 is written as 20/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.",%(-5425118453247419058)%,The ratio out of 100 is written as 75/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 75/100. Por favor, exprese este valor como decimal.",%(7344697246385088930)%,"Do you know how to find an equivalent fraction of 35/50 that has denominator of 100? You already know the denominator. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 35/50 que tiene un denominador de 100? Ya conoces el denominador. Entonces, ¿Cuál sería su numerador?",%(5344309995359944530)%,The ratio out of 100 is written as 80/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal.",%(6656039988060078)%,40,40,%(-1766006372837802668)%,"If the ratio out 100 is 35/100, the percent is its numerator, 35.","Si la relación de 100 es 35/100, el porcentaje es su numerador, 35.",%(-1620935302054172389)%,"Do you know how to find an equivalent fraction of 3/5 that has denominator of 100? You already know the denominator. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 3/5 que tiene un denominador de 100? Ya conoces el denominador. Entonces, ¿cuál sería su numerador?",%(5344309995359944530)%,The ratio out of 100 is written as 80/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal."
%(1081297535824255979)%,(1) What percent of the shapes are squares?,(1) ¿Qué porcentaje de las formas son cuadrados?,%(7131709487408863438)%,Try entering <%= 1/20*100 %>/100.,Intente ingresar <% = 1/20 * 100%> / 100.,%(6528039219058926)%,35,35,%(-2254490191896382057)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 40/100. La representación porcentual es solo el numerador de esta razón, 40.",%(1031613038524718196)%,Try entering 10.,Intente ingresar 10.,%(-633207293787958949)%,"To turn 26/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 26/40 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.",%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(-2254490191896382057)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 40/100. La representación porcentual es solo el numerador de esta razón, 40."
%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(659498584251337062)%,1/20,1/20,%(-3340939739456211971)%,Need more help? Greatest common factor of 5 and 50 is 5.,Necesitas más ayuda? Máximo común divisor de 5 y 50 es 5.,%(7168043064064666)%,80,80,%(2387245125444117164)%,"If the ratio out 100 is 10/100, the percent is its numerator, 10.","Si la relación de 100 es 10/100, el porcentaje es su numerador, 10.",%(2642844006368561002)%,Need more help? Greatest common factor of 14 and 40 is 2.,Necesitas más ayuda? Máximo común divisor de 14 y 40 es 2.,%(8090829422967804928)%,"If the ratio out 100 is <%= 2/5*100 %>, then the percent is <%= 2/5*100 %> as well.","Si la proporción de 100 es <% = 2/5 * 100%>, entonces el porcentaje también es <% = 2/5 * 100%>.",%(1031613038522718202)%,Try entering 12.,Intente ingresar 12.
%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(-4081509183932976024)%,(3) What percent of the shapes are blue?,(3) ¿Qué porcentaje de las formas son azules?,%(-4089490501269072322)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 45/50 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 45/50 a 100.",%(-377717471511901285)%,Try entering 10/25.,Intente ingresar 10/25.,%(-8293634455433986855)%,"7 is the numerator, and 10 is the denominator. Divide 7 and 10 by their greatest common factor.",7 es el numerador y 10 es el denominador. Dividir 7 y 10 por su máximo común denominador.,%(2909813130841019930)%,Need more help? Greatest common factor of 9 and 40 is 1.,Necesitas más ayuda? Máximo común divisor de 9 y 40 es 1.,%(-4911522077166266625)%,Try entering 1.,Intente ingresar 1.,%(5781623244146614792)%,How many shapes are not purple?,¿Cuántas formas no son moradas?
%(2703796277106028697)%,"To work through question 2, you must first find the number of shapes that are purple.","Para resolver la pregunta 2, primero debes encontrar la cantidad de formas que son de color púrpura.",%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(-2408710154789143428)%,"Try entering <%=fractionsimplify(fractionMake(35,50))%>.","Intente ingresar <%=fractionsimplify(fractionMake(35,50))%>.",%(-6886621856859235708)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 10/25 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 10/25 a 100.",%(1102078209160600181)%,"Do you know how to find an equivalent fraction of 4/10 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 4/10 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(6656039988060078)%,40,40,%(-1364453225494742020)%,The ratio out of 100 is written as 20/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.",%(445577544379109757)%,Need more help? Greatest common factor of 12 and 15 is 3.,Necesitas más ayuda? Máximo común divisor de 12 y 15 es 3.
%(-8179683817704575958)%,Try entering <%= 1/20*100 %>.,Intente ingresar <% = 1/20 * 100%>.,%(102628720488722176)%,"If the ratio out 100 is 25/100, the percent is its numerator, 25.","Si la relación de 100 es 25/100, el porcentaje es su numerador, 25.",%(1756195770913829904)%,simplify(25/50*10),simplificar (25/50 * 10),%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(6749865547466213730)%,"Do you know how to find an equivalent fraction of 7/10 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 7/10 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(8428609837363179475)%,,,%(5950520143648266931)%,"Try entering <%=fractionsimplify(fractionMake(1,5))%>.","Intente ingresar <%=fractionsimplify(fractionMake(1,5))%>.",%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100
