Problem Name	01negativeslope	02negativeslope	03negativeslope	04negativeslope	05negativeslope	06negativeslope	07negativeslope	08negativeslope	09negativeslope
%(hintMessage_14_please_provide_answer_1)%	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.	Please provide your answer '-1' in the highlighted element.
%(hintMessage_18_please_provide_answer_pointoutofbounds)%	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.	Please provide your answer 'PointOutOfBounds' in the highlighted element.
%(hintMessage_29_please_click_highlighted_button)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
%(hintMessage_34_look_fifth_question_q5)%	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"	"Look at the fifth question: ""%(q5)%"" What is the <%=quantity2%> here?"
%(hintMessage_35_point5y)%	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.	The <%=quantity2%> is %(point5y)% <%=unit2%>.
%(hintMessage_36_please_enter_point5y_highlighted)%	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.	Please enter '%(point5y)%' in the highlighted field.
%(hintMessage_37_placed_point_fourth_question)%	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.	Now that you placed a point for the fourth question, look-up what its X-value is to find the <%=quantity1%>.
%(hintMessage_38_hover_mouse_point_see)%	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.	Hover your mouse over the point to see the coordinates.
%(hintMessage_39_point4x)%	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.	The <%=quantity1%> is at %(point4x)% <%=unit1%>.
%(hintMessage_40_please_enter_point4x_highlighted)%	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.	Please enter '%(point4x)%' in the highlighted field.
%(hintMessage_45_please_provide_answer_curveneedsmorepoints)%	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.	Please provide your answer 'curveNeedsMorePoints' in the highlighted element.
%(hintMessage_47_highlighted_box_enter_equation)%	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.	This highlighted box is where you enter the equation of the line you've drawn before.
%(hintMessage_48_first_part_given_please)%	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.	The first part is given: 'y ='. Please fill in the equation after the '=' sign.
%(hintMessage_49_depends_lets_call_x)%	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...	The <%=quantity2%> depends on the <%=quantity1%>. Let's call <%=quantity2%> 'y' and <%=quantity1%> 'x'. Now to complete the equation y = ...
%(hintMessage_50_look_back_first_three)%	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?	Look back at the first three questions: how did you find the <%=quantity2%> (y) using the number of <%=unit1%> (x)?
